0.0000	0
0.0000	-1
0.0905	1
0.1811	1
0.2718	1
0.3625	1
0.4533	1
0.5441	1
0.6350	1
0.7260	1
0.8171	1
0.9082	1
0.9994	1
1.0409	-2
1.0906	1
1.1330	2
1.1353	-2
1.1819	1
1.2733	1
1.3647	1
1.4724	2
1.4746	-2
1.5082	2
1.5544	-1
1.5645	-2
1.5993	-2
1.6005	-2
1.6294	-2
1.6679	-2
1.9046	-2
1.9381	-1
2.0188	-2
2.0950	2
2.1095	-2
2.1469	-2
2.1484	-2
2.2217	2
2.2666	-2
2.3220	-1
2.3437	2
2.5158	2
2.5353	-2
2.6553	-2
2.7910	1
3.2623	-1
3.2690	2
3.2738	-2
3.3519	-2
3.4832	-2
3.5890	-2
3.5928	-2
3.6140	2
3.6616	-2
3.6922	-2
3.7177	-2
3.7805	-2
3.7879	2
3.8374	-2
3.9394	-1
3.9982	2
4.0513	2
4.0596	-2
4.0632	-2
4.0697	-2
4.1111	2
4.2597	-2
4.3419	2
4.4011	-2
4.4030	2
4.4642	-2
4.6124	2
4.6462	2
4.7239	-1
4.7665	-2
5.0336	2
5.4183	-2
5.5767	2
5.6035	2
5.6970	-1
5.9702	2
6.1295	2
6.3037	2
6.3216	2
6.3283	2
6.3302	2
6.3598	2
6.4601	-2
6.4678	2
6.5597	2
6.7517	-1
6.7621	2
7.3165	-2
7.3575	2
7.9535	-1
8.9288	2
9.1592	1
9.4266	2
9.4573	2
9.8805	2
9.9808	2
10.0261	2
10.0511	2
10.3651	1
10.5823	2
10.8935	2
11.5709	1
12.0931	2
12.6072	2
12.7768	1
13.9828	1
14.8122	2
14.8946	2
15.1887	1
16.3017	2
16.3948	1
17.6008	1
18.2423	2
18.9700	-1
20.3456	-1
21.9125	-1
23.6050	1
25.4057	-1
27.2066	-1
29.1513	-1
31.0961	-1
33.1243	1
35.2659	-1
37.5168	-1
39.9257	1
42.5307	-1
45.4760	-1
48.4297	1
51.3834	1
54.3949	-1
57.4064	-1
60.4180	-1
63.5835	1
66.7688	-1
69.9569	1
73.1452	1
76.3567	-1
79.5681	-1
82.7795	-1
85.9910	-1
89.2024	-1
92.4139	-1
95.6254	-1
98.8370	-1
102.0486	-1
105.3773	1
108.7226	-1
112.0713	1
115.4200	1
118.7763	-1
122.1326	-1
125.4889	-1
128.8452	-1
132.2015	-1
135.5578	-1
138.9145	-1
142.2711	-1
145.6278	-1
148.9844	-1
152.3410	-1
155.6977	-1
159.0564	1
162.4169	1
165.7886	-1
169.1603	-1
172.5321	-1
175.9038	-1
179.2756	-1
182.6473	-1
186.0192	-1
189.3911	-1
192.7630	-1
196.1349	-1
199.5068	-1
202.9221	1
206.3390	-1
209.7565	1
213.1742	1
216.5940	-1
220.0138	-1
223.4336	-1
226.8534	-1
230.2732	-1
233.6932	-1
237.1342	1
240.5770	-1
244.0203	1
247.4648	-1
250.9094	-1
254.3540	-1
257.7986	-1
261.2431	-1
264.6877	-1
268.1324	1
271.5779	1
275.0238	1
278.4715	-1
281.9191	-1
285.3668	-1
288.8145	-1
292.2622	-1
295.7099	-1
299.1577	-1
302.6054	-1
306.0532	-1
309.5010	-1
312.9488	-1
316.3966	-1
319.8445	-1
323.2924	-1
326.7403	-1
330.1882	-1
333.6361	-1
337.0840	-1
340.5329	1
343.9819	1
347.4308	1
350.8799	1
354.3289	1
357.7784	1
361.2307	-1
364.6830	-1
368.1353	-1
371.5876	-1
375.0399	-1
378.4922	-1
381.9463	-1
385.4005	-1
388.8546	-1
392.3088	-1
395.7630	-1
399.2171	-1
402.6714	-1
406.1258	-1
409.5801	-1
413.0344	-1
416.4887	-1
419.9430	-1
423.3977	-1
426.8524	-1
430.3071	-1
433.7618	-1
437.2166	-1
440.6713	-1
444.1263	-1
447.5814	-1
451.0364	-1
454.4915	-1
457.9466	-1
461.4017	-1
464.8569	-1
468.3121	-1
471.7673	-1
475.2226	-1
478.7130	1
482.2134	-1
485.7159	1
489.2184	1
492.7233	-1
496.2282	-1
499.7331	-1
503.2381	-1
506.7430	-1
510.2480	-1
513.7530	-1
517.2581	-1
520.7631	-1
524.2682	-1
527.8118	1
531.3589	-1
534.9073	1
538.4559	1
542.0089	-1
545.5618	-1
549.1148	-1
552.6678	-1
556.2208	-1
559.7740	-1
563.3601	1
566.9487	-1
570.5391	1
574.1296	1
577.7224	-1
581.3152	-1
584.9081	-1
588.5009	-1
592.0938	-1
595.6866	-1
599.2809	1
602.8754	-1
606.4699	-1
610.0644	-1
613.6589	-1
617.2534	-1
620.8478	-1
624.4424	1
628.0381	1
631.6340	1
635.2307	-1
638.8275	-1
642.4242	-1
646.0210	-1
649.6178	-1
653.2146	-1
656.8122	-1
660.4098	-1
664.0074	-1
667.6050	-1
671.2026	-1
674.8002	-1
678.3984	1
681.9966	1
685.5950	1
689.1933	1
692.7934	-1
696.3935	-1
699.9936	-1
703.5938	-1
707.1939	-1
710.7941	-1
714.3946	-1
717.9951	-1
721.5956	-1
725.1962	-1
728.7967	-1
732.3972	-1
735.9998	-1
739.6024	-1
743.2050	-1
746.8076	-1
750.4102	-1
754.0128	-1
757.6155	1
761.2183	1
764.8211	1
768.4240	1
772.0269	-1
775.6299	-1
779.2328	-1
782.8358	-1
786.4388	-1
790.0417	-1
793.6461	1
797.2504	1
800.8547	1
804.4592	1
808.0644	-1
811.6696	-1
815.2748	-1
818.8801	-1
822.4854	-1
826.0906	-1
829.6960	-1
833.3015	-1
836.9069	-1
840.5124	-1
844.1179	-1
847.7233	-1
851.3295	1
854.9357	1
858.5438	1
862.1521	1
865.7617	-1
869.3712	-1
872.9808	-1
876.5903	-1
880.1999	-1
883.8094	-1
887.4191	-1
891.0288	-1
894.6385	-1
898.2482	-1
901.8578	-1
905.4675	-1
909.0784	1
912.6912	-1
916.3040	-1
919.9167	-1
923.5295	-1
927.1423	-1
930.7551	-1
934.3689	-1
937.9827	-1
941.5964	-1
945.2102	-1
948.8240	-1
952.4377	-1
956.0520	1
959.6666	1
963.2813	1
966.8963	-1
970.5113	-1
974.1263	-1
977.7413	-1
981.3563	-1
984.9713	-1
988.5870	-1
992.2027	-1
995.8184	-1
999.4342	-1
1003.0500	-1
